Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789436577,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789436578,5,,Aggregated,0.000000,0.000000,17,17,19,19,21,22,22,22,22,22,22,12,0,16,15.343913916998039,6.052384000213351,22.01214699925913,220.5
1789436579,10,,Aggregated,0.000000,0.000000,14,16,17,17,21,24,26,26,26,26,26,43,0,14,13.826136023474879,4.874120999375009,26.478433999727713,225.72093023255815
1789436580,15,,Aggregated,8.000000,0.000000,13,16,17,18,23,24,26,26,26,26,26,90,0,13,13.362025722381077,4.759392999403644,26.478433999727713,224.94444444444446
1789436581,20,,Aggregated,19.000000,0.000000,13,15,17,18,23,24,25,26,28,28,28,154,0,13,13.010780876770282,4.660833001253195,27.59907600011502,225.3116883116883
1789436582,25,,Aggregated,27.666667,0.000000,13,15,17,19,24,26,30,31,32,32,32,229,0,13,13.420118969498105,4.659205000280053,31.553045999316964,223.74672489082968
1789436583,30,,Aggregated,35.500000,0.000000,13,15,17,19,23,27,30,31,32,32,32,320,0,13,13.227156343799606,4.537975999483024,32.22948599977826,223.534375
1789436584,35,,Aggregated,43.200000,0.000000,13,16,19,20,25,30,41,59,68,68,68,423,0,13,14.729273813279327,4.390009000417194,67.81512800080236,223.35224586288416
1789436585,40,,Aggregated,49.500000,0.000000,13,16,18,19,25,30,40,58,68,68,68,555,0,13,14.32001121984695,4.311210999730974,67.81512800080236,223.65405405405406
1789436586,45,,Aggregated,57.142857,0.000000,13,16,18,20,26,31,53,60,68,68,68,696,0,13,14.85025164945115,4.189219998806948,68.00663000103668,223.70977011494253
1789436587,50,,Aggregated,65.750000,0.000000,13,16,19,21,27,36,51,60,68,68,68,852,0,13,15.28854836622597,4.189219998806948,68.00663000103668,223.4694835680751
1789436588,50,,Aggregated,73.555556,0.000000,13,16,18,20,27,33,49,59,68,68,68,1009,0,13,14.971315538197663,3.98842600043281,68.00663000103668,223.45887016848366
1789436589,50,,Aggregated,81.800000,0.000000,13,16,19,21,27,38,53,59,68,68,68,1161,0,13,15.284219159379491,3.98842600043281,68.00663000103668,223.3445305770887
1789436590,50,,Aggregated,96.500000,0.000000,13,17,19,21,29,39,50,59,68,68,68,1314,0,13,15.410948880543563,3.9779380003892584,68.00663000103668,223.20852359208524
1789436591,50,,Aggregated,109.300000,0.000000,12,17,19,21,30,40,54,60,70,72,72,1481,0,12,15.525039650931387,3.9779380003892584,72.0524309999746,223.33760972316003
1789436592,50,,Aggregated,120.200000,0.000000,12,16,18,21,29,39,52,59,70,72,72,1647,0,12,15.02324563026031,3.9779380003892584,72.0524309999746,223.36369156041286
1789436593,50,,Aggregated,130.300000,0.000000,12,16,18,20,28,38,50,59,70,72,72,1799,0,12,14.825331725978863,3.9779380003892584,72.0524309999746,223.32573652028904
1789436594,50,,Aggregated,139.000000,0.000000,12,16,18,20,29,41,58,68,96,100,100,1957,0,12,15.366872346979237,3.9779380003892584,99.69855099916458,223.33214103219214
1789436595,50,,Aggregated,147.100000,0.000000,12,16,18,20,28,40,58,66,92,100,100,2127,0,12,15.178962430673538,3.8987230000202544,99.69855099916458,223.42595204513398
1789436596,50,,Aggregated,152.500000,0.000000,12,16,18,20,27,39,56,65,92,100,100,2274,0,12,15.017201404149338,3.8987230000202544,99.69855099916458,223.50395778364117
1789436597,50,,Aggregated,155.800000,0.000000,12,15,18,20,27,38,55,63,92,100,100,2428,0,12,14.902733875627405,3.8987230000202544,99.69855099916458,223.40691927512356
1789436598,50,,Aggregated,157.900000,0.000000,11,15,18,20,27,39,54,63,92,100,100,2593,0,11,14.759912056704106,3.8987230000202544,99.69855099916458,223.35634400308524
1789436599,50,,Aggregated,158.200000,0.000000,11,15,18,20,28,38,52,62,92,100,100,2753,0,11,14.841935691621183,3.8987230000202544,99.69855099916458,223.4071921540138
1789436600,50,,Aggregated,158.100000,0.000000,12,15,18,20,27,37,51,60,92,100,100,2903,0,12,14.784262857746189,3.8987230000202544,99.69855099916458,223.5559765759559
1789436601,50,,Aggregated,158.400000,0.000000,12,16,18,20,27,37,50,60,91,100,100,3073,0,12,14.816296242766482,3.8987230000202544,99.69855099916458,223.625772860397
1789436602,50,,Aggregated,158.500000,0.000000,11,15,18,20,27,36,49,60,91,100,100,3244,0,11,14.663268747545501,3.8987230000202544,99.69855099916458,223.62854500616524
1789436603,50,,Aggregated,159.000000,0.000000,11,15,18,20,27,36,48,59,91,100,100,3401,0,11,14.560718630708877,3.8987230000202544,99.69855099916458,223.74419288444574
1789436604,50,,Aggregated,159.100000,0.000000,11,15,18,20,27,35,48,59,91,100,100,3559,0,11,14.489807062671481,3.8987230000202544,99.69855099916458,223.86906434391682
1789436605,50,,Aggregated,160.000000,0.000000,11,15,18,19,27,35,47,59,91,100,100,3708,0,11,14.391472037225611,3.8987230000202544,99.69855099916458,223.9762675296656
1789436606,50,,Aggregated,159.100000,0.000000,11,15,18,20,27,35,48,59,91,100,100,3872,0,11,14.450034454039137,3.8987230000202544,99.69855099916458,223.94653925619835
1789436607,50,,Aggregated,159.200000,0.000000,11,15,17,19,27,34,47,59,91,100,100,4030,0,11,14.298395375691745,3.8987230000202544,99.69855099916458,223.96004962779156
1789436608,50,,Aggregated,159.200000,0.000000,11,15,17,19,26,34,46,59,91,100,100,4194,0,11,14.24872368479737,3.8987230000202544,99.69855099916458,224.11087267525036
1789436609,50,,Aggregated,159.000000,0.000000,11,15,17,19,26,33,46,58,91,100,100,4355,0,11,14.204010884049971,3.8987230000202544,99.69855099916458,223.9223880597015
1789436610,50,,Aggregated,160.000000,0.000000,11,15,17,19,26,33,46,58,91,100,100,4510,0,11,14.09031222218036,3.8987230000202544,99.69855099916458,223.88181818181818
1789436611,50,,Aggregated,159.900000,0.000000,11,15,17,19,26,34,46,58,91,100,100,4668,0,11,14.190617789421518,3.8987230000202544,99.69855099916458,223.94301628106254
1789436612,50,,Aggregated,160.200000,0.000000,11,15,17,19,26,33,46,58,91,100,100,4834,0,11,14.100035199011929,3.8987230000202544,99.69855099916458,224.00786098469177
1789436613,50,,Aggregated,159.500000,0.000000,11,15,18,19,26,33,45,57,90,100,100,5005,0,11,14.245529842364785,3.8987230000202544,99.69855099916458,224.0043956043956
1789436614,50,,Aggregated,159.200000,0.000000,11,15,17,19,26,33,45,57,90,100,100,5166,0,11,14.154413862568763,3.8987230000202544,99.69855099916458,224.0427797135114
1789436615,50,,Aggregated,159.400000,0.000000,11,15,18,19,26,33,45,56,90,100,100,5334,0,11,14.188648128987296,3.8987230000202544,99.69855099916458,224.01781027371578
1789436616,50,,Aggregated,161.400000,0.000000,11,15,18,19,26,33,45,56,90,100,100,5481,0,11,14.180802188107139,3.8987230000202544,99.69855099916458,224.12972085385877
1789436617,50,,Aggregated,161.500000,0.000000,11,15,18,19,26,33,45,56,90,100,100,5642,0,11,14.11883862176933,3.8987230000202544,99.69855099916458,224.13700815313717
1789436618,50,,Aggregated,161.200000,0.000000,11,15,18,19,26,33,44,55,90,100,100,5806,0,11,14.127949032556751,3.8987230000202544,99.69855099916458,224.0818119187048
1789436619,50,,Aggregated,160.300000,0.000000,11,15,18,20,26,33,44,55,90,100,100,5962,0,11,14.166712173270287,3.8987230000202544,99.69855099916458,224.14055686011406
1789436620,50,,Aggregated,160.000000,0.000000,11,15,18,20,26,33,44,55,88,100,100,6120,0,11,14.18325842075878,3.8987230000202544,99.69855099916458,224.17581699346405
1789436621,50,,Aggregated,159.900000,0.000000,11,15,18,20,26,33,44,54,88,100,100,6278,0,11,14.186038773024832,3.8987230000202544,99.69855099916458,224.25230965275566
1789436622,50,,Aggregated,160.200000,0.000000,11,15,18,20,26,32,43,54,88,100,100,6441,0,11,14.112207492323522,3.8987230000202544,99.69855099916458,224.18879056047197
1789436623,50,,Aggregated,160.300000,0.000000,11,15,18,20,26,32,43,53,88,100,100,6604,0,11,14.105094232291814,3.8987230000202544,99.69855099916458,224.16278013325257
1789436624,50,,Aggregated,160.300000,0.000000,11,15,18,20,26,32,42,53,88,100,100,6760,0,11,14.129282245276906,3.8987230000202544,99.69855099916458,224.15458579881656
1789436625,50,,Aggregated,159.300000,0.000000,11,15,18,20,26,33,44,54,88,100,100,6926,0,11,14.173388167060862,3.8987230000202544,99.69855099916458,224.11550678602367
1789436626,50,,Aggregated,158.000000,0.000000,11,15,18,20,26,32,43,54,88,100,100,7088,0,11,14.187346349049385,3.8987230000202544,99.69855099916458,224.0843679458239
1789436627,50,,Aggregated,158.400000,0.000000,11,15,18,20,26,32,43,54,88,100,100,7247,0,11,14.173070526707207,3.8987230000202544,99.69855099916458,224.19870291154962
1789436628,50,,Aggregated,159.900000,0.000000,11,15,18,20,27,32,43,53,88,100,100,7406,0,11,14.22495453484183,3.8987230000202544,99.69855099916458,224.1901161220632
1789436629,50,,Aggregated,161.000000,0.000000,11,15,18,20,27,33,43,53,88,100,100,7566,0,11,14.24741340841252,3.8987230000202544,99.69855099916458,224.2015596087761
1789436630,50,,Aggregated,161.400000,0.000000,11,15,18,20,27,32,42,53,88,100,100,7734,0,11,14.19559247492227,3.8987230000202544,99.69855099916458,224.16873545384018
1789436631,50,,Aggregated,160.700000,0.000000,11,15,18,20,26,32,42,52,88,100,100,7894,0,11,14.15035843527321,3.8987230000202544,99.69855099916458,224.10729668102357
1789436632,50,,Aggregated,161.200000,0.000000,11,15,18,20,26,32,42,52,83,100,100,8050,0,11,14.113975269197988,3.8987230000202544,99.69855099916458,224.12670807453415
1789436633,50,,Aggregated,161.500000,0.000000,11,15,18,20,26,32,42,51,83,100,100,8205,0,11,14.109608942234601,3.8987230000202544,99.69855099916458,224.11151736745887
1789436634,50,,Aggregated,161.300000,0.000000,11,15,18,20,26,32,42,51,83,100,100,8369,0,11,14.10124690274023,3.8987230000202544,99.69855099916458,224.15641056279125
1789436635,50,,Aggregated,160.100000,0.000000,11,15,18,20,26,32,42,50,83,100,100,8510,0,11,14.113443380144014,3.8987230000202544,99.69855099916458,224.13654524089307
1789436636,50,,Aggregated,160.800000,0.000000,11,15,18,20,26,32,42,50,83,100,100,8686,0,11,14.09548104386641,3.8987230000202544,99.69855099916458,224.11708496431038
1789436637,50,,Aggregated,159.600000,0.000000,11,15,18,20,26,32,41,50,83,100,100,8848,0,11,14.074316906196637,3.8987230000202544,99.69855099916458,224.12872965641952
1789436638,50,,Aggregated,159.300000,0.000000,11,15,18,20,26,32,41,50,76,100,100,9014,0,11,14.081529786446985,3.8987230000202544,99.69855099916458,224.12824495229643
1789436639,50,,Aggregated,159.500000,0.000000,11,15,18,20,26,32,41,49,76,100,100,9173,0,11,14.029996933504995,3.8987230000202544,99.69855099916458,224.18696173552817
1789436640,50,,Aggregated,159.600000,0.000000,11,15,18,20,26,32,41,49,76,100,100,9344,0,11,13.999904405932986,3.8987230000202544,99.69855099916458,224.16138698630138
1789436641,50,,Aggregated,161.300000,0.000000,11,15,18,20,26,32,41,49,76,100,100,9502,0,11,13.994683347193956,3.8987230000202544,99.69855099916458,224.12902546832245
1789436642,50,,Aggregated,160.800000,0.000000,11,15,18,20,26,32,41,49,76,100,100,9663,0,11,14.019727505126944,3.8987230000202544,99.69855099916458,224.08517023698644
1789436643,50,,Aggregated,161.000000,0.000000,11,15,18,20,26,32,40,48,76,100,100,9828,0,11,13.951166026866026,3.8987230000202544,99.69855099916458,224.06939356939358
1789436644,50,,Aggregated,161.000000,0.000000,11,15,18,20,26,32,40,48,76,100,100,9995,0,11,13.96024198359483,3.874448000715347,99.69855099916458,224.103951975988
1789436645,50,,Aggregated,161.900000,0.000000,11,15,18,20,26,31,40,48,74,96,100,10157,0,11,13.904807628633002,3.874448000715347,99.69855099916458,224.1200157526829
1789436646,50,,Aggregated,162.600000,0.000000,11,15,18,20,26,31,40,48,74,96,100,10320,0,11,13.878793355912226,3.874448000715347,99.69855099916458,224.13052325581396
1789436647,50,,Aggregated,163.800000,0.000000,11,15,18,20,25,31,40,48,74,96,100,10465,0,11,13.823352832970349,3.7266709987306967,99.69855099916458,224.14763497372192
1789436648,50,,Aggregated,163.200000,0.000000,11,15,18,20,25,31,39,47,74,96,100,10632,0,11,13.800656443852242,3.7266709987306967,99.69855099916458,224.21265989465763
1789436649,50,,Aggregated,161.900000,0.000000,11,15,18,19,25,31,39,47,74,96,100,10793,0,11,13.747687754382023,3.7266709987306967,99.69855099916458,224.22820346520894
1789436650,50,,Aggregated,161.800000,0.000000,11,15,17,19,25,31,39,47,74,96,100,10945,0,11,13.708356308273215,3.7266709987306967,99.69855099916458,224.17679305619004
1789436651,50,,Aggregated,161.300000,0.000000,11,15,17,19,25,31,39,47,74,96,100,11105,0,11,13.676658556781426,3.7266709987306967,99.69855099916458,224.19018460153083
1789436652,50,,Aggregated,160.100000,0.000000,11,15,17,19,25,31,39,46,74,96,100,11277,0,11,13.655764012331037,3.7266709987306967,99.69855099916458,224.21122638999734
1789436653,50,,Aggregated,160.600000,0.000000,11,15,17,19,25,31,39,46,74,96,100,11445,0,11,13.62470716820218,3.7266709987306967,99.69855099916458,224.18829183049365
1789436654,50,,Aggregated,161.300000,0.000000,11,15,17,19,25,31,39,46,74,96,100,11607,0,11,13.618729289744541,3.7266709987306967,99.69855099916458,224.21280261910917
1789436655,50,,Aggregated,161.200000,0.000000,11,15,17,19,25,30,39,46,74,96,100,11767,0,11,13.578156112184681,3.7266709987306967,99.69855099916458,224.1704767570324
1789436656,50,,Aggregated,161.100000,0.000000,11,15,17,19,25,30,39,46,74,96,100,11933,0,11,13.591888924670005,3.7266709987306967,99.69855099916458,224.20045252660688
1789436657,50,,Aggregated,160.600000,0.000000,11,15,17,19,25,30,38,46,73,96,100,12089,0,11,13.571242270086891,3.7266709987306967,99.69855099916458,224.1839688973447
1789436658,50,,Aggregated,160.700000,0.000000,11,15,17,19,25,30,38,46,73,96,100,12245,0,11,13.54278140564269,3.7266709987306967,99.69855099916458,224.16815026541445
1789436659,50,,Aggregated,161.600000,0.000000,11,15,17,19,25,30,38,45,73,96,100,12402,0,11,13.524546952918014,3.7266709987306967,99.69855099916458,224.1905337848734
1789436660,50,,Aggregated,160.900000,0.000000,11,15,17,19,25,30,38,45,73,96,100,12562,0,11,13.504193981060915,3.7266709987306967,99.69855099916458,224.17608661041234
1789436661,50,,Aggregated,160.900000,0.000000,11,15,17,19,25,30,38,46,74,96,100,12727,0,11,13.514667485745951,3.7266709987306967,99.69855099916458,224.1994185589691
1789436662,50,,Aggregated,161.400000,0.000000,11,15,17,19,25,30,38,46,74,96,100,12881,0,11,13.514995825253397,3.7266709987306967,99.69855099916458,224.16970732086017
1789436663,50,,Aggregated,160.800000,0.000000,11,15,17,19,25,30,38,46,74,96,100,13041,0,11,13.506310424820347,3.7266709987306967,99.69855099916458,224.17705697415843
1789436664,50,,Aggregated,160.600000,0.000000,11,15,17,19,25,30,38,45,74,96,100,13203,0,11,13.511302232528449,3.7266709987306967,99.69855099916458,224.13701431492842
1789436665,50,,Aggregated,160.400000,0.000000,11,15,17,19,25,30,38,45,74,96,100,13355,0,11,13.496740294501791,3.7266709987306967,99.69855099916458,224.13710220891053
1789436666,50,,Aggregated,159.800000,0.000000,11,15,17,19,25,30,38,45,74,96,100,13518,0,11,13.500876304266376,3.7266709987306967,99.69855099916458,224.09957094244712
1789436667,50,,Aggregated,158.700000,0.000000,11,15,17,19,25,30,38,45,74,96,100,13680,0,11,13.493127871277109,3.7266709987306967,99.69855099916458,224.0874269005848
