Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789527141,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789527142,2,,Aggregated,0.000000,0.000000,4,4,5,5,6,6,6,6,6,6,6,6,0,4.339676000000736,4.810946166675952,4.339676000000736,5.85933100001057,215.33333333333334
1789527143,4,,Aggregated,0.000000,0.000000,4,5,5,5,6,11,11,11,11,11,11,18,0,4,4.791823055559992,3.5176749999834556,10.520485999990115,232.16666666666666
1789527144,6,,Aggregated,3.000000,0.000000,4,4,5,5,6,8,11,11,11,11,11,40,0,4,4.568172700002293,3.4572559999901387,10.520485999990115,235.05
1789527145,8,,Aggregated,6.000000,0.000000,4,4,5,5,5,6,8,11,11,11,11,65,0,4,4.512048307692742,3.4572559999901387,10.520485999990115,232.26153846153846
1789527146,10,,Aggregated,9.333333,0.000000,4,4,5,5,5,6,8,11,11,11,11,99,0,4,4.447279272727253,3.4572559999901387,10.520485999990115,233.12121212121212
1789527147,10,,Aggregated,12.500000,0.000000,4,4,5,5,5,6,7,8,11,11,11,129,0,4,4.4332892403103905,3.4572559999901387,10.520485999990115,232.11627906976744
1789527148,10,,Aggregated,15.800000,0.000000,4,4,5,5,5,6,7,8,11,11,11,162,0,4,4.455441962963005,3.4572559999901387,10.520485999990115,232.679012345679
1789527149,10,,Aggregated,19.333333,0.000000,4,4,5,5,5,6,7,8,11,11,11,197,0,4,4.426016274111604,3.4572559999901387,10.520485999990115,231.45685279187816
1789527150,10,,Aggregated,21.000000,0.000000,4,4,5,5,5,6,6,8,11,11,11,226,0,4,4.40780885840662,3.4572559999901387,10.520485999990115,231.1946902654867
1789527151,10,,Aggregated,22.875000,0.000000,4,4,5,5,5,6,6,8,11,11,11,257,0,4,4.400546887159278,3.4572559999901387,10.520485999990115,231.19844357976655
1789527152,10,,Aggregated,23.444444,0.000000,4,4,5,5,5,6,6,8,11,11,11,293,0,4,4.415107948805322,3.4572559999901387,10.520485999990115,232.3071672354949
1789527153,10,,Aggregated,24.200000,0.000000,4,4,5,5,5,6,6,7,11,11,11,322,0,4,4.405864757763704,3.4572559999901387,10.520485999990115,232.24534161490683
1789527154,10,,Aggregated,27.300000,0.000000,4,4,5,5,5,6,6,7,11,11,11,359,0,4,4.39084257938665,3.4572559999901387,10.520485999990115,231.8857938718663
1789527155,10,,Aggregated,29.900000,0.000000,4,4,5,5,5,6,6,7,11,11,11,391,0,4,4.373346928388292,3.4572559999901387,10.520485999990115,231.17135549872123
1789527156,10,,Aggregated,31.400000,0.000000,4,4,5,5,5,6,6,8,17,17,17,429,0,4,4.395935254078677,3.409386000015502,16.90753900001596,230.995337995338
1789527157,10,,Aggregated,32.500000,0.000000,4,4,5,5,5,6,6,8,17,17,17,461,0,4,4.382099338393961,2.961247999991201,16.90753900001596,231.32104121475055
1789527158,10,,Aggregated,32.900000,0.000000,4,4,4,5,5,6,6,8,17,17,17,497,0,4,4.359284372232592,2.961247999991201,16.90753900001596,231.40643863179073
1789527159,10,,Aggregated,33.000000,0.000000,4,4,4,5,5,6,6,7,17,17,17,530,0,4,4.347374796225962,2.961247999991201,16.90753900001596,230.64528301886793
1789527160,10,,Aggregated,33.100000,0.000000,4,4,4,5,5,6,6,8,29,29,29,563,0,4,4.377874314386959,2.961247999991201,29.32881500001372,230.5328596802842
1789527161,10,,Aggregated,32.900000,0.000000,4,4,4,5,5,6,6,8,29,29,29,595,0,4,4.377722510924353,2.961247999991201,29.32881500001372,230.2268907563025
1789527162,10,,Aggregated,33.400000,0.000000,4,4,4,5,5,6,6,7,29,29,29,629,0,4,4.371062248012632,2.961247999991201,29.32881500001372,230.05087440381558
1789527163,10,,Aggregated,33.700000,0.000000,4,4,4,5,5,5,6,7,29,29,29,663,0,4,4.359424134238276,2.961247999991201,29.32881500001372,229.92156862745097
1789527164,10,,Aggregated,33.500000,0.000000,4,4,4,5,5,5,6,8,29,29,29,694,0,4,4.360266635446658,2.961247999991201,29.32881500001372,229.85878962536023
1789527165,10,,Aggregated,33.300000,0.000000,4,4,4,5,5,5,6,7,29,29,29,729,0,4,4.350643976680264,2.961247999991201,29.32881500001372,229.75582990397805
1789527166,10,,Aggregated,33.700000,0.000000,4,4,4,5,5,5,6,7,29,29,29,759,0,4,4.3395741067192874,2.961247999991201,29.32881500001372,229.7246376811594
1789527167,10,,Aggregated,33.600000,0.000000,4,4,4,5,5,5,6,7,29,29,29,791,0,4,4.337786279393111,2.961247999991201,29.32881500001372,229.47914032869784
1789527168,10,,Aggregated,33.500000,0.000000,4,4,4,5,5,5,6,7,29,29,29,829,0,4,4.334454330518944,2.961247999991201,29.32881500001372,229.6381182147165
1789527169,10,,Aggregated,32.800000,0.000000,4,4,4,5,5,5,6,7,29,29,29,860,0,4,4.327536517442022,2.961247999991201,29.32881500001372,229.7046511627907
1789527170,10,,Aggregated,33.200000,0.000000,4,4,4,5,5,5,6,7,29,29,29,895,0,4,4.3210228324023845,2.961247999991201,29.32881500001372,229.5005586592179
1789527171,10,,Aggregated,33.500000,0.000000,4,4,5,5,5,6,7,11,29,29,29,931,0,4,4.4106072008593555,2.961247999991201,29.32881500001372,229.4425349087003
1789527172,10,,Aggregated,33.000000,0.000000,4,4,5,5,5,7,10,12,29,29,29,962,0,4,4.577911348232979,2.961247999991201,29.32881500001372,229.18607068607068
1789527173,10,,Aggregated,33.000000,0.000000,4,4,5,5,6,9,12,13,29,29,29,994,0,4,4.750747142857292,2.961247999991201,29.32881500001372,228.88531187122737
1789527174,10,,Aggregated,33.400000,0.000000,4,4,5,5,8,9,12,14,17,29,29,1027,0,4,4.913455184031322,2.961247999991201,29.32881500001372,228.76241480038948
1789527175,10,,Aggregated,33.600000,0.000000,4,4,5,5,9,10,12,14,17,29,29,1061,0,4,5.073325845428991,2.961247999991201,29.32881500001372,228.62865221489162
1789527176,10,,Aggregated,33.000000,0.000000,4,5,5,5,9,10,12,14,17,29,29,1096,0,4,5.203171756386957,2.961247999991201,29.32881500001372,228.41332116788323
1789527177,10,,Aggregated,33.000000,0.000000,4,5,5,6,9,11,12,14,17,29,29,1131,0,4,5.334764737400556,2.961247999991201,29.32881500001372,228.34305923961097
1789527178,10,,Aggregated,33.200000,0.000000,4,5,5,8,9,11,12,14,17,29,29,1166,0,4,5.44541775557458,2.961247999991201,29.32881500001372,228.13464837049742
1789527179,10,,Aggregated,33.800000,0.000000,4,5,6,8,9,11,13,15,29,29,29,1203,0,4,5.60774846467167,2.961247999991201,29.32881500001372,228.04239401496258
1789527180,10,,Aggregated,33.800000,0.000000,4,5,7,8,9,11,13,15,29,29,29,1237,0,4,5.6878995109134936,2.961247999991201,29.32881500001372,228.30153597413096
1789527181,10,,Aggregated,33.700000,0.000000,4,5,8,9,10,11,13,15,29,29,29,1270,0,4,5.782234054330735,2.961247999991201,29.32881500001372,228.2464566929134
1789527182,10,,Aggregated,34.300000,0.000000,4,5,8,9,10,11,13,14,29,29,29,1303,0,4,5.881055427475156,2.961247999991201,29.32881500001372,228.08135072908672
1789527183,10,,Aggregated,34.300000,0.000000,4,5,8,9,10,11,13,14,29,29,29,1332,0,4,5.942923125375544,2.961247999991201,29.32881500001372,227.95420420420422
1789527184,10,,Aggregated,33.700000,0.000000,4,6,8,9,10,12,13,15,29,29,29,1363,0,4,6.0360344013208485,2.961247999991201,29.32881500001372,227.7549523110785
1789527185,10,,Aggregated,33.600000,0.000000,4,6,9,9,10,12,13,15,29,29,29,1391,0,4,6.106576018691791,2.961247999991201,29.32881500001372,227.74478792235803
1789527186,10,,Aggregated,33.400000,0.000000,5,7,9,9,10,12,13,15,29,29,29,1421,0,5,6.177120244898109,2.961247999991201,29.32881500001372,227.7058409570725
1789527187,10,,Aggregated,33.400000,0.000000,5,8,9,9,10,12,13,15,29,29,29,1448,0,5,6.235752515884075,2.961247999991201,29.32881500001372,227.55662983425415
1789527188,10,,Aggregated,33.200000,0.000000,5,8,9,9,10,12,13,15,29,29,29,1479,0,5,6.293070655172526,2.8658020000023043,29.32881500001372,227.473968897904
1789527189,10,,Aggregated,32.100000,0.000000,5,8,9,9,10,12,14,15,29,29,29,1513,0,5,6.370603244547432,2.8658020000023043,29.32881500001372,227.38863185723727
1789527190,10,,Aggregated,31.600000,0.000000,5,8,9,9,10,12,14,15,29,29,29,1544,0,5,6.43214546955973,2.8658020000023043,29.32881500001372,227.24352331606218
1789527191,10,,Aggregated,31.000000,0.000000,5,8,9,9,10,12,14,15,29,29,29,1578,0,5,6.489794057034344,2.8658020000023043,29.32881500001372,227.16413181242078
1789527192,10,,Aggregated,30.700000,0.000000,5,8,9,9,11,12,14,15,29,29,29,1608,0,5,6.548373919776144,2.8658020000023043,29.32881500001372,227.13059701492537
